repo_id,robot_type,total_episodes,total_frames,camera_keys
IPEC-COMMUNITY/fmb_dataset_lerobot,franka,8612,1137459,"observation.images.image_wrist_1,observation.images.image_wrist_2,observation.images.image_side_2,observation.images.image_side_1"
garySue/wire_winding,bi_ur5,82,22414,"observation.images.top_rgb,observation.images.left_rgb,observation.images.right_rgb"
IPEC-COMMUNITY/libero_10_no_noops_lerobot,franka,379,101469,"observation.images.wrist_image,observation.images.image"
Bartm3/Tape_to_bin_1,so100,32,10011,"observation.images.laptop,observation.images.phone"
takuzennn/aloha-pick100,aloha-stationary,99,24750,"observation.image.camera1,observation.image.camera2,observation.image.camera3"
yuz1wan/so100_pickplace_0223_2,so100,15,4063,observation.images.side
yuz1wan/so100_pickplace_0223_3,so100,15,3956,observation.images.side
IPEC-COMMUNITY/bc_z_lerobot,google_robot,39350,5471693,observation.images.image
samsam0510/mj_data_temp,so100,10,3791,"observation.images.laptop,observation.images.phone"
samsam0510/tape_insert_1,so100,100,33360,"observation.images.laptop,observation.images.phone"
garySue/grasping_cylinder,bi_ur5,50,7837,"observation.images.top_rgb,observation.images.left_rgb,observation.images.right_rgb,observation.images.tac_left_a_rgb,observation.images.tac_left_d_rgb,observation.images.tac_right_b_rgb,observation.images.tac_right_c_rgb"
mikechambers/block_cup_14,so100,50,22400,"observation.images.main_cam,observation.images.secondary_cam"
gdut508/so100_test,so100,96,29755,"observation.images.laptop,observation.images.phone"
samsam0510/tape_insert_2,so100,102,32087,"observation.images.laptop,observation.images.phone"
RobotisSW/koch_wrist_test_1,koch,20,5933,"observation.images.cam_high,observation.images.cam_wrist"
abbyoneill/pusht,koch,25,5000,"observation.images.logitech1,observation.images.logitech2"
pfung/so100_test4,so100,10,4440,"observation.images.cam_high,observation.images.cam_wrist"
RobotisSW/koch_wrist_test_low_resolution,koch,20,4596,"observation.images.cam_high,observation.images.cam_wrist"
RobotisSW/koch_wrist_test_low_resolution_1,koch,20,4620,"observation.images.cam_front,observation.images.cam_wrist"
pengjunkun/so100_push_to_hole,so100,50,22446,observation.images.laptop
Deason11/Random_Kitchen,so100,37,92408,"observation.images.L_OverheadCamera,observation.images.wrist,observation.images.R_OverheadCamera"
samsam0510/tooth_extraction_3,so100,100,32879,"observation.images.laptop,observation.images.phone"
IPEC-COMMUNITY/droid_lerobot,franka,92233,27044326,"observation.images.exterior_image_1_left,observation.images.exterior_image_2_left,observation.images.wrist_image_left"
brice6/so100_test,so100,10,5321,"observation.images.laptop,observation.images.phone"
DoubleYang123456/so100_test,so100,20,27094,"observation.images.laptop,observation.images.phone"
ncavallo/moss_train_grasp_new,moss,35,16028,"observation.images.top,observation.images.front"
samsam0510/tooth_extraction_4,so100,200,76053,"observation.images.laptop,observation.images.phone"
pfung/so100_test6G,so100,30,16476,"observation.images.cam_high,observation.images.cam_wrist"
embodied-ai/synth_hang_the_shirt_Feb25test2,piper_ros,604,1171671,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
embodied-ai/W1_004_006_Feb26_AL_ALL,piper_ros,302,273552,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
Yiheyihe/galaxea-r1-shelf-10ep-normalized,,11,5218,"observation.images.head,observation.images.left_wrist,observation.images.right_wrist"
hellkrusher/so100_test3,so100,30,10830,"observation.images.laptop,observation.images.phone"
lookas/astra_grab_floor_toys_without_observations_actions,astra,50,73944,"observation.images.head,observation.images.wrist_left,observation.images.wrist_right"
mlfu7/pi0_conversion_no_pad_video,panda,1417,166855,"exterior_image_1_left,wrist_image_left"
danielkr452/so100_work6,so100,10,6510,"observation.images.laptop,observation.images.phone"
TFBOT2025/koch_test2,koch,30,6788,"observation.images.laptop,observation.images.phone"
samsam0510/cube_reorientation_2,so100,182,115586,"observation.images.laptop,observation.images.phone"
TFBOT2025/koch_test3,koch,10,2723,"observation.images.laptop,observation.images.phone"
Loki0929/so100_100,so100,100,38280,"observation.images.laptop,observation.images.phone"
relaxedandcalm/mcx_tracker_95_gripper_button,mcx,30,13585,observation.images.first_cam
yuz1wan/so100_fold_0227_1,so100,15,7963,observation.images.side
yuz1wan/so100_fold_0227_2,so100,15,5625,"observation.images.side,observation.images.wrist"
speedyyoshi/so100_grasp_pink_block,so100,50,43255,"observation.images.laptop,observation.images.phone"
kevin510/lerobot-cat-toy-placement,so100,40,17823,"observation.images.laptop,observation.images.phone"
Triple-ROCK/so100_test,so100,10,3702,"observation.images.laptop,observation.images.phone"
lirislab/bimanual_scene1_take2,so100_bimanual,10,1264,"observation.images.front,observation.images.top"
lirislab/bimanual_scene1_take4,so100_bimanual,50,6138,"observation.images.front,observation.images.top"
pepijn223/lekiwi_pen,lekiwi,40,9788,"observation.images.front,observation.images.wrist"
embodied-ai/W2_006_006.5_Feb28_AL2,piper_ros,52,53628,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
TrossenRoboticsCommunity/aloha_baseline_dataset,aloha,20,4180,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
lookas/astra_grab_floor_toys_smoothed_base_cmd,,50,73694,"observation.images.head,observation.images.wrist_left,observation.images.wrist_right"
jbrownkramer/so100_test_2,so100,52,35751,observation.images.webcam
lookas/astra_grab_floor_toys_base_cmd_pos,,50,73694,"observation.images.head,observation.images.wrist_left,observation.images.wrist_right"
wangjl1512/so100_test,so100,10,3416,observation.images.laptop
samsam0510/cube_reorientation_4,so100,100,56785,"observation.images.laptop,observation.images.phone"
pfung/so100_test_clothfold_1,so100,10,7699,"observation.images.cam_high,observation.images.cam_wrist_right,observation.images.cam_wrist_left"
cadene/droid_1.0.1,franka,47,13703,"observation.images.exterior_image_1_left,observation.images.wrist_image_left,observation.images.exterior_image_2_left"
samsam0510/glove_reorientation_1,so100,100,30943,"observation.images.laptop,observation.images.phone"
embodied-ai/W2_006_006.5_Mar2_AL1,piper_ros,204,187260,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/dAgger_coffee_prop_3.0.0,arx5,40,5682,"observation.images.front,observation.images.wrist"
ShockleyWong/so100_test331,so100,15,8651,"observation.images.laptop,observation.images.phone"
ShockleyWong/so100_test332,so100,10,4329,"observation.images.laptop,observation.images.phone"
pfung/so100_test_clothfold_2,so100,30,34334,"observation.images.cam_high,observation.images.cam_wrist_right,observation.images.cam_wrist_left"
lookas/astra_grab_floor_toys,,50,73694,"observation.images.head,observation.images.wrist_left,observation.images.wrist_right"
wangjl1512/pour_water,so100,12,9085,observation.images.laptop
embodied-ai/W2_006_006.5_Mar3_AL1,piper_ros,52,59226,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/pick_coffee_prop_20Hz_3,arx5,30,12429,"observation.images.front,observation.images.wrist"
airthebear/so100_GL,so100,20,8980,observation.images.laptop
lookas/astra_grab_floor_toys_extended,astra_joint,80,113547,"observation.images.head,observation.images.wrist_left,observation.images.wrist_right"
lookas/astra_grab_floor_toys_extended_base_cmd_pos,astra_joint,80,113547,"observation.images.head,observation.images.wrist_left,observation.images.wrist_right"
zijian2022/noticehuman1,so100,20,5980,"observation.images.laptop,observation.images.phone"
lookas/astra_grab_floor_toys_extended_smoothed_base_cmd,astra_joint,80,113547,"observation.images.head,observation.images.wrist_left,observation.images.wrist_right"
zijian2022/noticehuman2,so100,20,5980,"observation.images.laptop,observation.images.phone"
DorayakiLin/so100_pick_charger_on_tissue,so100,50,25539,"observation.images.laptop,observation.images.phone"
doujiangwang/so100_new_test,so100,10,4480,"observation.images.laptop,observation.images.phone"
wu12581/so100_test001,so100,200,53541,"observation.images.laptop,observation.images.phone"
dkdltu1111/omy_test9,koch,30,28460,"observation.images.laptop,observation.images.phone"
TzuShian/so100_chess_test,so100,10,6278,observation.images.laptop
yunhezhui123/so100_test5,so100,15,8918,"observation.images.laptop,observation.images.phone"
kantine/so100_kapla_tower6,so100,10,17917,"observation.images.logitech_1,observation.images.logitech_2"
doujiangwang/so100_new_test_30_episode,so100,30,8970,"observation.images.laptop,observation.images.phone"
KeWangRobotics/piper_rl_1,piper,21,6494,"observation.images.wrist,observation.images.top"
nduque/cam_setup2,koch,14,5483,"observation.images.front,observation.images.above"
KeWangRobotics/piper_rl_1_cropped_resized,piper,21,6494,"observation.images.wrist,observation.images.top"
zijian2022/noticehuman3,so100,40,11960,"observation.images.laptop,observation.images.phone"
zijian2022/noticehuman5,so100,72,32256,"observation.images.laptop,observation.images.phone"
Yiheyihe/galaxea-r1-shelf-full-normalized,,99,48085,"observation.images.head,observation.images.left_wrist,observation.images.right_wrist"
doujiangwang/so100_new_test_50_episode,so100,50,14950,"observation.images.laptop,observation.images.phone"
embodied-ai/W2_R006_T008_Mar5_SU1,piper_ros,85,136411,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
zijian2022/noticehuman50,so100,10,4480,"observation.images.laptop,observation.images.phone"
